# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "20" "-a" "/scratch/summit/parsa96@colostate.edu/SC_Genome/sacCer3.ensGene.gtf" "-o" "../outputs/_output/03_feature/counts.txt" "../outputs/_output/02_hisat2/SC01.sam" "../outputs/_output/02_hisat2/SC02.sam" "../outputs/_output/02_hisat2/SC03.sam" "../outputs/_output/02_hisat2/SC04.sam" "../outputs/_output/02_hisat2/SC05.sam" "../outputs/_output/02_hisat2/SC06.sam" "../outputs/_output/02_hisat2/SC07.sam" "../outputs/_output/02_hisat2/SC08.sam" "../outputs/_output/02_hisat2/SC09.sam" "../outputs/_output/02_hisat2/SC010.sam" "../outputs/_output/02_hisat2/SC011.sam" "../outputs/_output/02_hisat2/SC012.sam" 
Geneid	Chr	Start	End	Strand	Length	../outputs/_output/02_hisat2/SC01.sam	../outputs/_output/02_hisat2/SC02.sam	../outputs/_output/02_hisat2/SC03.sam	../outputs/_output/02_hisat2/SC04.sam	../outputs/_output/02_hisat2/SC05.sam	../outputs/_output/02_hisat2/SC06.sam	../outputs/_output/02_hisat2/SC07.sam	../outputs/_output/02_hisat2/SC08.sam	../outputs/_output/02_hisat2/SC09.sam	../outputs/_output/02_hisat2/SC010.sam	../outputs/_output/02_hisat2/SC011.sam	../outputs/_output/02_hisat2/SC012.sam
YOR277C	chrXV	841515	841823	-	309	1	0	1	0	0	0	0	1	3	0	2	0
snR31	chrXV	841958	842182	-	225	62	78	37	38	52	107	22	26	95	74	36	27
snR5	chrXV	842403	842606	+	204	33	66	138	134	42	146	176	154	69	62	137	172
YOR278W	chrXV	842817	843644	+	828	299	340	169	173	315	294	265	181	325	323	215	271
YOR279C	chrXV	843698	844630	-	933	645	645	547	521	714	615	623	528	643	562	556	825
YOR280C	chrXV	844992	845792	-	801	567	634	512	479	534	454	561	495	525	523	489	699
YOR281C	chrXV	846269	847129	-	861	926	1055	1202	1274	1132	972	1800	1253	1116	1086	1544	2069
YOR282W	chrXV	847000	847320	+	321	18	17	2	0	12	10	1	6	4	6	3	6
YOR283W	chrXV	847453	848145	+	693	1605	1699	709	705	1909	1727	978	740	1671	1734	801	1136
YOR284W	chrXV	848478	849209	+	732	308	333	81	80	237	182	133	108	226	187	99	135
YOR285W	chrXV	849635	850054	+	420	2421	2576	2158	1984	1837	1592	2964	2298	1662	1588	2411	3421
YOR286W	chrXV	850280	850729	+	450	1444	1540	1080	1017	1181	1181	1250	1029	1462	1272	1099	1313
YOR287C	chrXV	850937	851839	-	903	377	459	1008	1038	733	592	1279	1118	851	692	1109	1489
YOR288C	chrXV	852121	853077	-	957	336	381	220	242	417	304	356	261	413	347	233	375
YOR289W	chrXV	853357	854112	+	756	325	390	122	146	401	320	182	138	425	382	139	225
tA(UGC)O	chrXV	854187	854259	-	73	6	18	3	0	2	9	1	3	7	8	1	1
YOR290C	chrXV	855147	860258	-	5112	4051	4399	3977	3962	2960	2480	5117	4318	4394	3738	4682	6294
YOR291W	chrXV	861175	865593	+	4419	1496	1440	918	815	1163	945	1171	969	1423	1297	970	1361
YOR292C	chrXV	865653	866582	-	930	532	552	263	287	347	367	396	308	251	274	315	414
YOR293W	chrXV;chrXV	867098;867587	867149;867852	+;+	318	4712	5125	4493	4449	7558	6412	4372	4044	12835	10396	4096	4688
YOR293C-A	chrXV	867998	868147	-	150	3	3	1	0	3	2	0	2	5	5	2	0
YOR294W	chrXV	868340	868951	+	612	954	1055	1847	1906	1288	1229	2093	1643	2024	1765	1865	2357
YOR295W	chrXV	869208	869894	+	687	271	295	208	186	282	258	291	256	289	276	224	320
YOR296W	chrXV	870202	874071	+	3870	397	445	477	461	350	285	632	514	414	335	461	637
YOR297C	chrXV	874743	875321	-	579	262	292	150	166	309	268	258	184	331	321	212	284
YOR298W	chrXV	875599	877038	+	1440	371	341	57	60	232	200	76	77	142	148	72	97
YOR298C-A	chrXV	877230	877685	-	456	9474	10133	12078	12329	11424	11993	15791	12986	8547	8530	13988	18463
YOR299W	chrXV	878435	880675	+	2241	1667	1886	1160	1136	2080	1756	1527	1242	1947	1789	1317	1877
YOR300W	chrXV	880575	880883	+	309	20	14	1	2	11	9	1	3	10	9	1	1
YOR301W	chrXV	880965	882272	+	1308	907	1095	354	323	940	853	480	393	1342	1078	450	621
YOR302W	chrXV	882765	882842	+	78	561	719	190	185	470	484	201	166	275	308	170	218
YOR303W	chrXV	882899	884134	+	1236	6281	7209	2086	1912	6286	6166	3148	2408	4115	3765	2350	3459
YOR304W	chrXV	884514	887876	+	3363	2204	2254	1602	1587	1913	1649	2181	1676	2460	2279	1831	2442
YOR304C-A	chrXV	888520	888750	-	231	338	379	373	413	259	225	523	450	284	317	512	687
YOR305W	chrXV	889022	889750	+	729	397	411	422	441	317	247	513	462	443	391	391	584
YOR306C	chrXV	889867	891432	-	1566	1053	1143	1268	1208	1654	1474	1552	1343	2686	2161	1341	1981
YOR307C	chrXV	892731	894092	-	1362	594	694	722	744	527	487	917	721	763	652	728	970
YOR308C	chrXV	894624	896387	-	1764	814	872	943	936	672	608	751	759	976	871	843	955
YOR309C	chrXV	896698	897078	-	381	107	131	116	103	265	170	220	130	345	303	183	220
YOR310C	chrXV	896825	898360	-	1536	3131	3472	4084	4169	5820	4897	5448	4225	8758	7794	4482	6219
YOR311C	chrXV	899056	899928	-	873	1037	1075	966	921	1144	1066	1259	968	1116	1097	1077	1354
YOR312C	chrXV	900250	900767	-	518	3349	3624	2431	2577	4727	4165	2972	2531	9370	7129	2333	3015
YOR313C	chrXV	901858	902874	-	1017	29	34	44	64	10	26	63	45	28	22	45	85
YOR314W	chrXV	903043	903372	+	330	1	0	7	3	3	2	7	2	11	8	2	1
YOR314W-A	chrXV	904458	904568	+	111	3	2	1	1	0	0	1	0	0	1	0	0
YOR315W	chrXV	904760	905800	+	1041	167	167	212	215	264	272	314	274	573	581	254	360
YOR316C	chrXV	906236	907555	-	1320	1111	1237	1023	1012	805	800	1262	1055	1010	953	1022	1389
YOR316C-A	chrXV	907726	907935	-	210	25	34	16	14	10	15	22	23	12	18	18	19
YOR317W	chrXV	909343	911445	+	2103	6346	6530	7235	7140	5495	5553	9516	7577	8696	7482	7997	10716
YOR318C	chrXV;chrXV	911784;912433	912085;912436	-;-	306	39	42	12	12	63	50	9	13	31	35	8	9
YOR319W	chrXV	912822	913463	+	642	123	160	195	216	190	129	351	251	226	199	251	358
YOR320C	chrXV	913619	915094	-	1476	487	505	411	405	454	333	546	463	529	482	431	644
YOR321W	chrXV	916030	918291	+	2262	996	1014	741	668	606	484	927	830	736	688	822	1092
YOR322C	chrXV	918606	921062	-	2457	2137	2274	1309	1264	1890	1674	1848	1457	2299	1863	1532	2104
YOR323C	chrXV	921535	922905	-	1371	2276	2515	2146	2096	2939	2696	2564	2204	2808	2499	2330	3112
YOR324C	chrXV	923232	925040	-	1809	665	665	351	375	480	451	469	381	604	496	429	562
YOR325W	chrXV	924577	925050	+	474	1	2	1	1	0	1	0	2	1	4	1	1
YOR326W	chrXV	925721	930445	+	4725	6818	7462	5620	5733	4739	3650	4082	4189	7513	6082	4209	4544
YOR327C	chrXV	930734	931081	-	348	1484	1636	2499	2276	979	959	2624	2078	1490	1153	2407	2997
YOR328W	chrXV	931803	936497	+	4695	1130	1098	629	540	601	488	846	699	565	510	700	1016
YOR329C	chrXV	936731	939349	-	2619	2553	2641	1776	1640	1661	1407	2246	1849	2023	1791	2072	2807
YOR329W-A	chrXV	939348	939557	+	210	20	19	15	15	16	12	31	27	13	13	11	31
YOR330C	chrXV	939621	943385	-	3765	1899	1907	1168	1179	1357	1089	1605	1390	1641	1490	1346	1789
YOR331C	chrXV	943565	944122	-	558	3	4	3	4	0	0	9	3	0	1	6	8
YOR332W	chrXV	943656	944357	+	702	1711	1788	2136	2027	1894	1813	3305	2501	2073	1655	2669	3649
YOR333C	chrXV	944541	944957	-	417	1	0	0	1	0	1	0	0	0	0	0	0
YOR334W	chrXV	944596	946008	+	1413	152	146	146	151	118	104	211	176	168	170	182	258
YOR335C	chrXV	946233	949109	-	2877	6454	6869	3543	3347	6699	5579	4303	3596	8882	7255	3735	4979
YOR335W-A	chrXV	946568	946648	+	81	0	0	0	0	0	0	0	0	0	0	0	0
YOR336W	chrXV	949773	953870	+	4098	1310	1357	622	624	954	708	816	625	1050	894	653	881
YOR337W	chrXV	954344	956623	+	2280	1067	1174	789	753	1220	1057	1114	915	1360	1243	925	1325
YOR338W	chrXV	956898	957989	+	1092	662	713	590	540	1034	833	789	664	1428	1077	731	975
YOR339C	chrXV	958362	958832	-	471	78	94	23	29	94	89	28	39	104	111	32	42
YOR340C	chrXV	959202	960182	-	981	578	621	1128	1192	1065	852	1706	1211	1522	1439	1411	1856
YOR341W	chrXV	960987	965981	+	4995	2590	2705	2667	2775	4429	3073	3399	2858	6655	5633	2851	3867
YOR342C	chrXV	966666	967625	-	960	1310	1281	979	1091	1260	1068	1346	1063	1985	1716	1145	1474
YOR343C	chrXV	968148	968474	-	327	171	160	35	27	99	91	53	51	90	80	45	54
YOR343W-B	chrXV	970578	975891	+	5314	391	451	381	370	274	195	465	365	471	386	398	519
YOR343W-A	chrXV	970578	971894	+	1317	0	0	0	0	0	0	0	0	0	0	0	0
tM(CAU)O2	chrXV	976421	976493	+	73	12	8	2	3	8	5	2	0	13	7	2	2
YOR344C	chrXV	977194	978069	-	876	1429	1541	1966	2036	1634	1556	2515	1974	2368	1920	1982	2805
tP(UGG)O3	chrXV;chrXV	980683;980752	980718;980787	+;+	72	8	20	2	1	18	28	1	3	17	11	1	0
YOR345C	chrXV	981812	982162	-	351	15	16	8	10	15	21	4	5	18	15	4	19
YOR346W	chrXV	981828	984785	+	2958	935	1020	745	773	1339	1209	1059	854	1893	1667	800	1118
YOR347C	chrXV	984942	986462	-	1521	1173	1127	607	683	1106	1189	869	787	1304	1059	814	1147
YOR348C	chrXV	986899	988782	-	1884	14981	14893	510	359	4547	5569	416	410	4012	3445	412	541
YOR349W	chrXV	989789	992833	+	3045	507	471	343	334	338	296	460	355	313	240	369	550
YOR350C	chrXV	992864	994855	-	1992	261	269	280	311	228	197	484	322	262	258	366	477
YOR351C	chrXV	995018	996511	-	1494	43	40	27	26	21	19	41	34	13	22	25	42
YOR352W	chrXV	997213	998244	+	1032	310	285	342	373	243	210	530	434	274	279	454	530
YOR353C	chrXV	998453	1000828	-	2376	987	1106	934	950	1038	846	1361	1073	1083	1005	1009	1459
YOR354C	chrXV	1001147	1003225	-	2079	714	740	1327	1302	804	731	1714	1380	1223	1206	1328	2006
YOR355W	chrXV	1005137	1006705	+	1569	1114	1182	447	440	962	706	729	510	1409	1178	506	739
YOR356W	chrXV	1007221	1009116	+	1896	4036	4062	2054	2019	2651	2345	2450	2203	3050	2724	2329	2943
YOR357C	chrXV	1009224	1009712	-	489	475	497	605	568	428	435	716	597	451	433	633	775
YOR358W	chrXV	1010161	1010889	+	729	893	967	833	745	668	657	1005	914	739	681	988	1315
YOR359W	chrXV	1011189	1012760	+	1572	753	840	322	354	896	769	524	430	1380	1036	405	554
YOR360C	chrXV	1013241	1014821	-	1581	795	797	509	580	880	737	1019	730	1099	899	618	948
YOR361C	chrXV	1015361	1017652	-	2292	4381	4682	4931	4759	5191	4531	5955	4837	8217	7089	5055	6587
YOR362C	chrXV	1017880	1018746	-	867	6248	6642	7390	7188	3708	3551	9325	7633	4216	3428	8133	10687
YOR363C	chrXV	1020222	1023212	-	2991	844	789	552	500	575	532	740	594	606	587	610	794
YOR364W	chrXV	1023371	1023739	+	369	3	10	7	3	7	4	7	3	8	2	3	9
YOR365C	chrXV	1023461	1025572	-	2112	88	93	182	186	66	66	260	208	57	61	193	268
YOR366W	chrXV	1025256	1025609	+	354	0	1	0	0	0	0	0	2	1	1	0	1
YOR367W	chrXV	1026007	1026609	+	603	360	430	317	323	348	299	442	333	376	337	372	453
YOR368W	chrXV	1026843	1028048	+	1206	399	491	266	266	331	272	381	322	323	268	284	431
YOR369C	chrXV	1028194	1028625	-	432	7671	8240	11494	10774	11495	10385	10333	9293	26362	17770	8320	10106
YOR370C	chrXV	1029183	1030994	-	1812	2031	2240	2015	2042	2027	1759	2907	2174	3103	2504	2261	3168
YOR371C	chrXV	1031489	1034182	-	2694	790	846	921	940	724	548	1066	958	945	759	938	1160
YOR372C	chrXV	1034807	1036471	-	1665	756	737	463	433	786	596	726	561	880	852	546	850
YOR373W	chrXV	1036834	1039389	+	2556	779	781	341	351	495	387	460	441	576	536	377	504
YOR374W	chrXV	1039840	1041399	+	1560	4685	4516	1509	1464	2573	2476	2102	1649	3935	3612	1873	2606
YOR375C	chrXV	1041678	1043042	-	1365	20367	21657	7988	7875	22824	19579	8203	7421	35398	28515	7411	9471
YOR376W	chrXV	1043191	1043559	+	369	41	50	17	19	35	20	29	23	20	16	32	30
YOR376W-A	chrXV	1045196	1045351	+	156	105	105	92	61	62	41	125	116	48	69	131	136
YOR377W	chrXV	1046226	1047803	+	1578	549	559	488	479	315	311	707	506	339	325	574	769
YOR378W	chrXV	1049511	1051058	+	1548	394	439	247	232	362	286	287	258	473	359	242	373
YOR379C	chrXV	1050726	1051064	-	339	0	0	0	0	0	0	0	0	0	0	0	0
YOR380W	chrXV	1051290	1052930	+	1641	408	466	250	234	368	313	364	308	448	379	310	393
YOR381W	chrXV	1055545	1057680	+	2136	298	304	170	167	147	122	240	210	120	118	174	250
YOR381W-A	chrXV	1058423	1058590	+	168	7	6	5	7	3	6	7	3	1	6	6	4
YOR382W	chrXV	1059531	1059992	+	462	108	120	158	143	64	66	180	133	72	57	138	200
YOR383C	chrXV	1060441	1061055	-	615	742	733	631	532	396	372	772	592	425	309	676	962
YOR384W	chrXV	1061564	1063648	+	2085	1135	1199	739	672	610	545	964	778	677	559	875	1082
YOR385W	chrXV	1065043	1065915	+	873	486	540	1726	1692	637	526	2616	1992	839	812	2511	3472
YOR386W	chrXV	1066839	1068536	+	1698	435	429	496	474	340	286	836	576	322	311	670	990
YOR387C	chrXV	1069621	1070241	-	621	104	102	37	43	50	56	50	53	96	67	44	51
YOR388C	chrXV	1071793	1072923	-	1131	58	48	65	83	44	51	115	102	41	57	105	156
YOR389W	chrXV	1074213	1076087	+	1875	1222	1343	411	396	882	636	584	490	1166	1059	478	763
YOR390W	chrXV	1076784	1077911	+	1128	54	64	29	58	66	50	68	47	67	64	35	95
YOR391C	chrXV	1078545	1079258	-	714	128	117	12	16	75	79	21	21	106	100	19	28
YOR392W	chrXV	1079282	1079725	+	444	45	40	1	4	26	8	7	3	15	20	3	8
YOR393W	chrXV	1080276	1081589	+	1314	3	5	0	0	1	1	1	0	1	5	1	1
YOR394W	chrXV	1082718	1083212	+	495	1	0	1	0	0	1	1	0	0	0	1	2
YOR394C-A	chrXV	1084202	1084369	-	168	13	3	0	2	3	4	1	0	5	4	2	4
YOR396W	chrXV	1085473	1090863	+	5391	24	7	6	4	4	4	4	1	5	13	0	5
YOR396C-A	chrXV	1090015	1090497	-	483	0	0	0	0	0	0	0	0	0	0	0	0
YGL263W	chrVII	2790	3932	+	1143	0	0	0	0	0	0	0	0	0	0	0	0
YGL262W	chrVII	5312	5839	+	528	0	0	0	0	0	0	0	0	0	0	0	0
YGL261C	chrVII	6290	6652	-	363	0	0	0	0	0	0	2	1	2	1	0	1
YGL260W	chrVII	6860	7090	+	231	0	0	2	0	0	0	0	0	1	0	1	0
YGL259W	chrVII	8470	8967	+	498	3	4	5	2	3	5	7	6	4	3	2	4
YGL258W-A	chrVII	9162	9395	+	234	9	5	4	4	3	4	8	4	14	5	4	10
YGL258W	chrVII	11110	11730	+	621	41	36	20	19	46	48	32	30	35	27	23	43
YGL257C	chrVII	12481	14157	-	1677	615	663	560	567	654	508	759	599	792	758	557	816
YGL256W	chrVII	15159	16307	+	1149	782	818	757	695	716	601	1170	846	812	761	919	1295
YGL255W	chrVII	20978	22108	+	1131	3093	3350	2084	1946	2442	1773	2660	2169	2561	2218	2343	3265
YGL254W	chrVII	22304	23203	+	900	374	365	227	228	342	274	358	271	322	290	275	345
YGL253W	chrVII	23935	25395	+	1461	9141	9780	12725	12086	8883	7647	15909	12589	15216	12192	13053	18647
YGL252C	chrVII	25718	27484	-	1767	3429	3675	2732	2716	2622	2232	3503	3012	3235	2827	3224	4141
YGL251C	chrVII;chrVII	27921;31579	31426;31636	-;-	3564	543	600	275	293	351	311	407	347	406	358	366	529
YGL250W	chrVII	31910	32635	+	726	385	421	493	530	324	315	656	581	308	319	642	850
YGL249W	chrVII	33098	35212	+	2115	14	13	4	6	18	6	8	6	11	9	12	8
RME3	chrVII	33109	35013	-	1905	0	0	0	0	0	0	0	0	0	0	0	0
YGL248W	chrVII	35653	36762	+	1110	1483	1651	1796	1620	1818	1644	2642	2013	2091	1940	2309	3249
YGL247W	chrVII	36933	37526	+	594	245	244	80	74	201	188	101	78	213	200	56	92
YGL246C	chrVII	37617	38780	-	1164	563	610	751	796	661	595	1064	866	857	846	882	1193
YGL245W	chrVII	39023	41149	+	2127	6537	7394	7577	7348	9306	8151	9364	7550	10966	9242	7911	10316
YGL244W	chrVII	41498	43174	+	1677	3754	4012	3579	3511	3566	3323	4037	3451	3795	3519	3858	4876
YGL243W	chrVII	43307	44509	+	1203	411	481	409	357	412	367	492	415	477	455	431	611
YGL242C	chrVII	44652	45197	-	546	953	999	567	548	602	519	599	498	716	666	467	637
YGL241W	chrVII	45445	48459	+	3015	893	760	507	474	636	482	652	572	703	607	523	705
YGL240W	chrVII	48613	49365	+	753	171	183	313	287	98	102	376	319	110	88	347	467
YGL239C	chrVII	49431	49745	-	315	3	8	12	13	4	3	13	13	4	3	10	22
YGL238W	chrVII	49552	52434	+	2883	1236	1222	1498	1510	1115	836	2134	1689	1337	1243	1694	2329
YGL237C	chrVII	52731	53528	-	798	548	578	575	546	467	412	775	575	507	386	651	924
YGL236C	chrVII	53787	55796	-	2010	546	593	458	457	732	650	624	600	939	787	519	733
YGL235W	chrVII	55279	55815	+	537	7	2	1	1	5	6	6	5	2	2	4	5
YGL234W	chrVII	56482	58890	+	2409	11998	13633	2076	1962	8752	6855	2406	2119	7989	6155	2073	2747
YGL233W	chrVII	59122	61854	+	2733	703	747	643	665	591	517	900	758	720	731	750	1024
YGL232W	chrVII;chrVII	62075;62190	62131;63002	+;+	870	539	492	379	330	487	422	414	351	628	522	359	526
YGL231C	chrVII	63048	63620	-	573	1171	1284	1373	1579	1296	1106	2213	1685	1506	1412	1753	2443
YGL230C	chrVII	63772	64215	-	444	38	21	18	15	25	18	24	22	31	32	14	19
YGL229C	chrVII	64503	66959	-	2457	269	304	158	170	251	244	244	196	148	150	158	258
YGL228W	chrVII	67598	69331	+	1734	2995	3398	4243	4038	2851	2533	5419	4284	2530	2350	4360	6210
YGL227W	chrVII	69671	72547	+	2877	1562	1565	1168	1063	1042	926	1473	1238	1065	954	1296	1792
YGL226C-A	chrVII;chrVII	72749;73138	72988;73158	-;-	261	324	331	527	554	308	319	687	485	449	378	445	685
YGL226W	chrVII	73340	73711	+	372	331	387	311	253	274	251	327	252	402	308	273	344
tV(AAC)G3	chrVII	73829	73902	-	74	3	3	0	1	6	7	0	0	3	2	0	1
YGL225W	chrVII	76894	77907	+	1014	4282	4621	2351	2262	3962	3272	3566	2708	4506	4315	2662	3860
YGL224C	chrVII	78015	78857	-	843	1164	1261	280	285	909	819	338	295	607	564	317	432
YGL223C	chrVII	79112	80365	-	1254	546	579	360	360	630	526	493	386	444	451	384	561
YGL222C	chrVII	80659	81186	-	528	984	1136	1322	1199	832	929	1718	1315	743	763	1632	2076
YGL221C	chrVII	81426	82292	-	867	2094	2275	1690	1737	1944	1797	2320	1818	2026	1759	1909	2662
YGL220W	chrVII	82374	82736	+	363	1851	2128	1713	1536	1903	1863	1804	1600	2467	1824	1635	1964
YGL219C	chrVII	82878	84257	-	1380	879	989	661	656	1059	991	910	638	965	817	741	1035
YGL218W	chrVII	83650	84300	+	651	4	4	2	2	3	3	1	1	0	2	1	1
YGL217C	chrVII	84839	85180	-	342	3	4	2	1	6	1	4	5	2	6	2	1
YGL216W	chrVII	84885	87302	+	2418	1194	1201	702	686	948	819	1001	760	951	840	891	1207
YGL215W	chrVII	87981	89339	+	1359	3110	3334	2581	2544	4020	3805	2631	2295	4721	4360	2069	2793
YGL214W	chrVII	90010	90495	+	486	8	10	1	3	6	5	3	2	7	3	1	3
YGL213C	chrVII	90054	91247	-	1194	694	698	414	410	515	471	590	473	599	553	543	735
YGL212W	chrVII	91432	92382	+	951	466	516	463	453	377	367	578	538	444	395	576	707
YGL211W	chrVII	92512	93591	+	1080	942	1027	928	881	1076	900	1218	1038	1365	1080	1003	1274
YGL210W	chrVII	93792	94460	+	669	1036	1111	718	639	973	834	990	779	1085	916	808	1146
YGL209W	chrVII	95858	97006	+	1149	2414	2580	815	819	2140	2212	1440	1237	3078	2481	1074	1466
YGL208W	chrVII	97338	98585	+	1248	968	1012	324	306	671	656	362	323	773	652	364	525
YGL207W	chrVII	98969	102076	+	3108	5287	5710	5474	5418	3456	2765	6324	5384	4232	3662	5740	7479
YGL206C	chrVII	102543	107504	-	4962	5845	5612	3023	2981	3943	2846	3396	2870	5244	3877	2896	3617
YGL205W	chrVII	108158	110404	+	2247	146	169	65	47	98	86	66	40	138	118	50	66
tH(GUG)G1	chrVII	110625	110696	-	72	7	12	0	0	3	10	0	1	6	5	0	0
YGL204C	chrVII	111700	112005	-	306	64	87	63	56	49	58	64	68	53	63	66	73
YGL203C	chrVII	112475	114664	-	2190	4574	4972	1768	1653	3285	2927	1908	1799	3423	3088	1876	2261
tK(UUU)G1	chrVII;chrVII	115488;115548	115524;115583	+;+	73	2	5	2	0	7	1	3	1	3	4	1	3
YGL202W	chrVII	116059	117561	+	1503	8111	8943	5339	4962	13224	12248	6194	5099	8304	7212	5398	7254
YGL201C	chrVII	117854	120907	-	3054	1491	1344	1315	1417	1222	1057	1774	1476	1632	1400	1479	1872
tK(CUU)G1	chrVII	122269	122341	+	73	3	2	0	0	4	5	0	0	0	2	2	0
YGL200C	chrVII	122694	123305	-	612	3623	3982	4112	4231	2973	2744	4776	4128	4074	3301	4223	5406
YGL199C	chrVII	123572	124042	-	471	1	1	2	1	1	1	0	0	0	0	2	0
YGL198W	chrVII	123591	124298	+	708	531	549	553	441	474	436	759	547	534	372	579	807
YGL197W	chrVII	124698	129161	+	4464	2300	2206	765	713	1491	1277	981	831	1908	1614	839	1127
YGL196W	chrVII	129883	131169	+	1287	1541	1533	385	332	709	670	563	423	729	664	432	618
YGL195W	chrVII	131525	139543	+	8019	4599	4447	2595	2488	4103	2961	3017	2492	5580	4272	2366	3112
YGL194C-A	chrVII	139719	139961	-	243	64	66	42	41	44	31	74	45	56	62	45	71
YGL194C	chrVII	140368	141726	-	1359	698	707	620	602	529	467	749	561	584	529	609	857
RME2	chrVII	141898	144120	-	2223	7	16	6	9	16	12	21	15	10	18	10	25
YGL193C	chrVII	141916	142227	-	312	0	0	0	0	0	0	0	0	0	0	0	0
YGL192W	chrVII	142246	144048	+	1803	0	0	0	0	0	0	0	0	0	0	0	0
YGL191W	chrVII	144808	145197	+	390	2094	2062	3760	3654	2250	1923	4353	3405	3372	2625	3500	4436
YGL190C	chrVII	145809	147389	-	1581	1711	1799	1083	1144	1425	1231	1510	1188	1480	1455	1206	1746
YGL189C	chrVII	148229	148588	-	360	5944	6927	7723	7340	6981	6416	5486	5128	14353	8982	5105	5895
YGL188C-A	chrVII	148824	148964	-	141	63	78	16	15	79	102	20	23	54	82	24	27
YGL188C	chrVII	149343	149516	-	174	106	107	65	70	90	59	79	51	179	127	59	77
YGL187C	chrVII	149704	150171	-	468	1461	1458	1008	1048	1654	1443	1576	1208	2807	2371	1198	1633
YGL186C	chrVII	151037	152776	-	1740	3116	3410	850	800	2217	2104	1203	936	2068	1863	959	1338
YGL185C	chrVII	153167	154306	-	1140	389	419	621	638	373	313	807	642	453	409	689	954
YGL184C	chrVII	154615	156012	-	1398	5719	5692	139	130	917	871	168	126	602	514	156	219
YGL183C	chrVII;chrVII	156543;157283	157199;157285	-;-	660	125	137	28	30	50	25	39	33	32	45	39	50
YGL182C	chrVII	157273	157596	-	324	36	28	1	1	9	7	3	3	6	3	0	3
YGL181W	chrVII	157906	159096	+	1191	1957	1994	1457	1292	1165	1022	1786	1539	1215	1104	1618	2200
YGL180W	chrVII	160065	162758	+	2694	1176	1083	582	511	568	427	830	633	418	360	657	977
YGL179C	chrVII	163409	165091	-	1683	255	244	213	190	198	171	273	190	234	204	212	331
YGL178W	chrVII;chrVII	167352;167995	167354;170571	+;+	2580	1069	1053	958	884	946	798	1273	1023	1440	1231	969	1311
YGL177W	chrVII	167559	167906	+	348	29	54	58	31	43	33	47	37	61	51	55	56
YGL176C	chrVII	171415	173079	-	1665	357	364	273	324	226	223	422	269	381	354	337	443
YGL175C	chrVII	173285	174322	-	1038	273	280	166	128	139	119	179	139	151	193	214	215
YGL174W	chrVII	174545	175345	+	801	301	312	448	443	227	214	666	514	275	283	531	709
YGL173C	chrVII	175527	180113	-	4587	5226	5307	3515	3427	4187	3534	4555	3644	5157	4291	3929	5054
YGL172W	chrVII	180700	182118	+	1419	1133	1216	1488	1375	944	745	1624	1508	1256	933	1541	1996
YGL171W	chrVII	182390	184084	+	1695	736	756	1257	1292	1321	1045	1680	1330	1828	1652	1372	1883
YGL170C	chrVII	184153	185394	-	1242	31	57	9	13	55	26	21	6	44	39	12	13
tK(CUU)G2	chrVII	185714	185786	-	73	0	2	0	0	0	0	0	1	0	1	0	0
YGL169W	chrVII	186059	187339	+	1281	496	503	586	665	553	455	887	695	775	658	736	992
YGL168W	chrVII	187464	187796	+	333	35	42	11	12	40	25	32	26	30	22	18	21
YGL167C	chrVII	187616	190468	-	2853	3455	3482	1651	1673	2839	1986	2225	1744	3480	3063	1789	2422
YGL166W	chrVII	191129	191806	+	678	367	457	174	153	379	330	196	186	413	366	208	264
YGL165C	chrVII	191398	191976	-	579	7	6	1	0	5	4	5	4	7	5	3	5
YGL164C	chrVII	191978	193300	-	1323	1239	1291	1254	1307	1076	970	1746	1414	1179	1069	1561	2065
YGL163C	chrVII	193707	196403	-	2697	1934	1994	1650	1624	910	816	2102	1750	1198	1080	1828	2573
YGL162W	chrVII	198138	199037	+	900	143	151	175	141	144	96	291	232	198	142	215	342
YGL161C	chrVII	199210	200142	-	933	2086	2200	1651	1780	1586	1403	2363	1981	1603	1523	1994	2661
YGL160W	chrVII	200561	202273	+	1713	692	695	911	915	596	487	1203	932	627	560	954	1312
YGL159W	chrVII	202721	203833	+	1113	281	273	157	164	189	152	263	164	236	229	168	260
tL(CAA)G1	chrVII;chrVII	205521;205591	205558;205634	+;+	82	5	6	2	0	6	3	1	1	4	3	2	3
YGL158W	chrVII	207033	208571	+	1539	218	277	147	115	153	144	205	154	149	139	161	241
YGL157W	chrVII	209006	210049	+	1044	4386	4791	1698	1697	2934	2605	2224	1741	4020	3306	1805	2410
YGL156W	chrVII	210416	213667	+	3252	2281	2202	1399	1284	1879	1541	1711	1411	2100	1720	1401	2122
YGL155W	chrVII	214081	215211	+	1131	426	484	300	308	402	402	460	353	515	490	365	481
YGL154C	chrVII	215278	216096	-	819	393	450	152	222	272	268	261	204	244	248	187	296
YGL153W	chrVII	216273	217298	+	1026	205	262	271	257	224	207	368	302	246	243	323	408
YGL152C	chrVII	216692	217369	-	678	0	0	0	1	1	0	0	0	0	0	0	0
YGL151W	chrVII	217524	220922	+	3399	857	968	1106	1128	768	657	1533	1178	878	762	1139	1646
YGL150C	chrVII	221104	225573	-	4470	4333	4591	3212	3146	3796	2958	3768	3392	4927	4159	3456	4586
YGL149W	chrVII	225572	225877	+	306	276	303	166	160	201	193	111	147	266	248	147	146
